	Internet Explorer 6.0	Internet Explorer 7.0	Internet Explorer 8.0	Internet Explorer 9	Firefox 3.5	Firefox 4.0	Firefox 9.0	Safari 3.2	Safari 5.0.3	JAWS for Windows 9.0	ホームページ・リーダー 3.04	PC-Talker XP 3.06	PC-Talker XP 3.06 + NetReader 1.18	FocusTalk V3	NVDA 2010.1j	NVDA 2011.1	Firefox18.0.1	Google Chrome 25	Safari 6.0.5	NVDA 2012.3	PC-Talker 7 2.12	VoiceOver
達成基準 7.1.1.1 非テキストコンテンツに関する達成基準
G196-1	○	○	○	×	○	○	○	×	×	○	○	○	△	○	○	○	○	×	×	○	○	○	要注意
G196-2	×	○	○	×	○	○	○	×	×	○	○	○	×	○	○	○	○	×	×	○	○	○	要注意
H2-1	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
H2-2	○	○	○	○	○	○	○	×	×	○	○	×	△	×	○	○	○	×	×	○	○	×	要注意
H24	×	×	×	×	×	×	×	×	×	○	○	○	○	○	○	○	×	×	×	○	○	○	達成可能	達成可能
H30-1	-	-	-	‐	-	-	‐	-	-	○	○	○	○	○	○	○	-	‐	‐	○	○	○
H30-2	○	○	○	○	○	○	○	×	×	○	○	○	○	○	○	○	○	×	×	○	○	○	達成可能
H30-3	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	×	○	○	○
H30-4	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	△	○	○	○
H30-5	×	○	○	○	○	○	○	×	×	○	○	×	△	×	○	○	○	×	×	○	○	×	要注意
H35	×	○	○	○	○	○	○	○	○	○	○	×	×	○	○	×	×	×	○	×	×	○	要注意
H36	○	○	○	○	○	○	○	×	×	○	○	○	○	○	○	○	○	×	×	○	○	○	達成可能
H37-1	○	○	○	○	○	○	○	×	×	○	○	○	○	○	○	○	○	×	×	○	○	○	達成可能
H37-2	○	○	○	○	○	○	○	×	×	○	○	○	○	○	×	×	○	×	×	○	○	×	要注意
H44-1	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
H44-2	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
H44-3	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
H45	×	×	×	×	×	×	×	×	×	○	○	×	×	×	×	×	×	×	×	×	×	×	達成不可能
H53-1	×	×	×	×	○	○	○	○	○	×	○	×	×	○	○	○	○	○	○	○	×	○	要注意
H53-2	×	×	×	×	○	○	○	△	△	×	×	×	×	○	○	○	○	○	○	○	×	○	要注意
H53-3	×	×	×	×	○	○	○	△	△	×	○	×	×	×	×	×	○	△	△	×	×	×	達成不可能
H65-1	×	△	△	△	△	△	△	△	△	○	○	○	○	×	○	○	△	△	△	○	○	○	要注意	要注意	要注意	要注意
H65-2	△	△	△	△	△	△	△	△	△	○	○	○	○	○	○	○	△	△	△	○	○	○	要注意	要注意	要注意	要注意
H65-3	△	△	△	△	△	△	△	△	△	○	○	○	○	○	○	○	△	△	△	○	○	○	要注意	要注意	要注意	要注意
H67	○	○	○	○	○	○	○	○	○	○	○	○	×	○	○	○	○	○	○	○	○	○	達成可能
H86-1	×	△	△	△	△	△	△	△	△	△	×	×	×	×	×	×	△	△	△	×	×	×	達成不可能
H86-2	-	-	-	‐	-	-	‐	-	-	○	○	×	○	×	○	○	-	‐	‐	○	×	×	要注意
H86-3	×	△	△	△	△	○	○	△	△	△	×	×	×	×	×	×	○	△	△	×	×	×	達成不可能
C9-1	○	○	○	○	○	○	○	○	○	-	-	-	-	ー	-	-	○	-	○	-	-	－
C9-2	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
C9-3	○	○	○	○	○	○	○	○	○	-	-	-	-	－	-	-	○	-	○	-	-	－
達成基準 7.1.2.1 収録済みの音声しか含まないメディア及び収録済みの映像しか含まないメディアに関する達成基準
検証の対象となる実装方法なし
達成基準 7.1.2.2 収録済みの音声コンテンツのキャプションに関する達成基準
検証の対象となる実装方法なし
達成基準 7.1.2.3 収録済みの映像コンテンツの代替コンテンツ又は音声ガイドに関する達成基準
H53-1	×	×	×	×	○	○	○	○	○	×	○	×	×	○	○	○	○	○	○	○	×	○	要注意
H53-2	×	×	×	×	○	○	○	△	△	×	×	×	×	○	○	○	○	○	○	○	×	○	要注意
H53-3	×	×	×	×	○	○	○	△	△	×	○	×	×	×	×	×	○	△	△	×	×	×	達成不可能
達成基準 7.1.3.1 情報及び関係性に関する達成基準
G115-1	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○	○
G115-2	○	○	○	○	○	○	○	○	○	△	×	×	×	×	△	△	○	○	○	△	×	×	要注意
G115-3	○	○	○	○	○	○	○	○	○	×	×	×	×	○	×	×	○	○	○	×	×	×	要注意
G115-4	○	○	○	○	○	○	○	○	○	×	×	×	×	△	×	×	○	○	○	×	×	×	要注意
G115-5	○	○	○	○	○	○	○	○	○	×	×	×	×	○	×	×	○	○	○	×	×	×	要注意
