テストファイルNo.,実装方法タイトル,対象,見解,代替もしくは推奨する方法,注意点,備考
達成基準 7.2.2.2 一時停止、停止、非表示:,,,,,,
G187,G187: ユーザーエージェントによって点滅するコンテンツを停止できるウェブコンテンツ技術を用いる,GIFアニメ,要注意,,一部のブラウザでは、GIFアニメーションをユーザーが一時停止または停止させることができない。また、停止の機能があるブラウザであっても、停止の操作 (Escapeキーで停止) を知らないユーザーが多いと考えられる。,W3CのUAAG 2.0の「2.11.6 Stop/Pause/Resume Time-Based Media(Level A)」では、ユーザーがanimated imagesを一時停止、停止および再開できることがユーザーエージェントに要求されている。今後の機能向上に期待する。
