,H51,○,"【1】列見出しセルと行見出しセルが、データセルと区別がつくように表示されるか（例：列見出しセルと行見出しセルは太字で表示される）を確認する。

","【1】○
列見出し（月曜、火曜、水曜、木曜、金曜）と行見出し（8時～9時、9時～10時）が太字で表示されることを確認した。

",,,,
,H53-1,○,"【1】「ここには、オブジェクトとその動作についての説明が入ります。」という代替テキストが表示されるかを確認する。

","【1】○
「ここには、オブジェクトとその動作についての説明が入ります。」という代替テキストが表示されることを確認した。

",,,,
,H53-2,○,"【1】富士通のロゴ画像（H53-2.gif）が表示されるかを確認する。
","【1】○
富士通のロゴ画像（H53-2.gif）が表示されることを確認した。

",,,,
,H53-3,△,"【1】ロゴの画像が表示されるかを確認する。
【2】ブラウザの設定を画像非表示に変更した場合、画像の代わりに代替テキスト「富士通」が表示されるかを確認する。

画像非表示の設定は下記の通り実施
ブラウザ右上のボタン→[コンテンツの設定]→“画像”[すべての画像を表示しない]にチェック

","【1】○
富士通のロゴ画像が表示されることを確認した。
【2】×
画像の代わりの代替テキストも何も表示されないことを確認した。

",,,,
,H56,○,"【1】「」内の数字及び句読点が次の並び順で表示されるかを確認する。
1, 2, 3, 4, 5, 、, 6789, 。

","【1】○
「」内は「1 2 3 4 5、6789。」と表示されることを確認した。

",,,,
,H57-1,○,"【1】リンク先のページが英語で表示されるかを確認する。
","【1】○
「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」という内容のページが表示されることを確認した。

",,,,
,H57-2,○,"【1】リンク先のページが英語で表示されるかを確認する。
","【1】○
「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」という内容のページが表示されることを確認した。

",,,,
,H57-3,○,"【1】リンク先のページが英語で表示されるかを確認する。
","【1】○
「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」という内容のページが表示されることを確認した。

",,,,
,H63,‐,テスト不要,,,,,
,H64-1,‐,テスト不要,,,,,
,H64-2,‐,テスト不要,,,,,
,H65-1,△,"【1】マウスポインタをセレクトメニュー上に置いた際に、title属性値「検索範囲を選択」がツールチップとして表示されるかを確認する。
【2】フォーカスをセレクトメニュー上に移動させた際に、title属性値「検索範囲を選択」がツールチップとして表示されるかを確認する。

","【1】○
マウスポインタをセレクトメニュー上に置いた際に、「検索範囲を選択」がツールチップとして表示されることを確認した。
【2】×
フォーカスをセレクトメニュー上に移動させた際に、ツールチップが何も表示されないことを確認した。

",,,,
,H65-2,△,"【1】マウスポインタを各テキストフィールド上に置いた際に、それぞれのtitle属性値「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されるかを確認する。
【2】Tabキーで各テキストフィールドにフォーカスを移動させた際に、それぞれのtitle属性値「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されるかを確認する。

","【1】○
マウスポインタを各テキストフィールド上に置いた際に、「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されることを確認した。
【2】×
Tabキーで各テキストフィールドにフォーカスを移動させた際に、それぞれツールチップが何も表示されないことを確認した。

",,,,
,H65-3,△,"【1】マウスポインタをテキストフィールド上に置いた際に、title属性値「検索キーワードを入力」がツールチップとして表示されるかを確認する。
【2】Tabキーでテキストフィールドにフォーカスを移動させた際に、title属性値「検索キーワードを入力」がツールチップとして表示されるかを確認する。

","【1】○
マウスポインタをテキストフィールド上に置いた際に、「検索キーワードを入力」がツールチップとして表示されることを確認した。
【2】×
Tabキーでテキストフィールドにフォーカスを移動させた際に、ツールチップが何も表示されないことを確認した。

",,,,
,H67,○,"【1】ブラウザの設定を画像非表示に変更した際に、代替テキストとなるものが表示されないかを確認する。

画像非表示の設定は下記の通り実施
ブラウザ右上のボタン→[コンテンツの設定]→“画像”[すべての画像を表示しない]にチェック

","【1】○
ブラウザの設定を画像非表示に変更した際に、代替テキストとなるものが表示されないことを確認した。

",,,,
,H69,×,"【1】ショートカットキーなどを用いて、キーボード操作のみで各見出し（「検索技術に関する定期刊行物」、「検索」、「ご利用可能な雑誌」、「検索結果」）へ順にフォーカスを移動できるかを確認する。
【2】同様に、キーボード操作のみで前の見出しへフォーカスを移動できるか（逆の順序でも移動できるか）を確認する。

","【1】×
ショートカットキーで見出しにフォーカスが当たらないことを確認した。
【2】×
キーボード操作で前の見出しにフォーカスが移動しないことを確認した。

",,,,
,H70,○,"【1】：フレーム間を移動するキー操作により、メインコンテンツのフレームを選択して（「ナビゲーションバー」のフレーム内にあるリンクをスキップして）メインコンテンツのフレーム内にフォーカスを移動できるかを確認する。
【2】フレームのリスト表示機能がある場合は、title属性値「メインコンテンツ」を選択してメインコンテンツのフレーム内にフォーカスを移動できるかを確認する。

","【1】○
F6操作によってフレーム間移動でることを確認した。
【2】×
chromeはフレームのリスト表示機能が提供されていない。

",,,,
,H71-1,○,"【1】legend要素の文言「ハムレットの作者は？」が、5つのラジオボタンをグルーピングしたラベルと分かるように表示されるか（例：5つのラジオボタンを罫線で囲んでいる）を確認する。

","【1】○
「ハムレットの作者は？」が、5つのラジオボタンをグルーピングしたラベルと分かるように表示されることを確認した。

",,,,
,H71-2,○,"【1】legend要素の文言「興味のある項目（当てはまるものはすべてチェック）」が、3つのチェックボックスをグルーピングしたラベルと分かるように表示されるか（例：3つのチェックボックスを罫線で囲んでいる）を確認する。

","【1】○
「興味のある項目（当てはまるものはすべてチェック）」が、3つのチェックボックスをグルーピングしたラベルと分かるように表示されることを確認した。

",,,,
,H71-3,○,"【1】legend要素の文言「好きな哲学者は？」が、3つのラジオボタンをグルーピングしたラベルと分かるように表示されるか（例：3つのラジオボタンを罫線で囲んでいる）。

","【1】○
「好きな哲学者は？」が、3つのラジオボタンをグルーピングしたラベルと分かるように表示されることを確認した。

",,,,
,H71-4,○,"【1】legend要素の文言「自宅住所」、「送付先住所」が、それぞれ2つのテキストフィールド（「あて先」と「郵便番号」）をグルーピングしたラベルと分かるように表示されるか（例：それぞれが2つのテキストフィールドを罫線で囲んでいる）を確認する。

","【1】○
「自宅住所」、「送付先住所」が、それぞれ2つのテキストフィールド（「あて先」と「郵便番号」）をグルーピングしたラベルと分かるように表示されることを確認した。

",,,,
,H73-1,‐,テスト不要,,,,,
,H73-2,‐,テスト不要,,,,,
,H77-1,‐,テスト不要,,,,,
,H77-2,‐,テスト不要,,,,,
,H78,‐,テスト不要,,,,,
,H79,‐,テスト不要,,,,,
,H80-1,‐,テスト不要,,,,,
,H80-2,‐,テスト不要,,,,,
,H80-3,‐,テスト不要,,,,,
,H81-1,‐,テスト不要,,,,,
,H81-2,‐,テスト不要,,,,,
,H84-1,○,"【1】セレクトメニューで月を選択（マウス操作）しても何も実行されず、[表示]ボタンを押下するとリンク先が表示されるかを確認する。
【2】セレクトメニューで月を選択（キーボード操作）しても何も実行されず、[表示]ボタンを押下するとリンク先が表示されるかを確認する。

","【1】○
マウス操作によりセレクトメニューで1月を選択しても何も表示されず、[表示]ボタンを押下すると“1月のカレンダー”と表示される画面へ遷移することを確認した。
【2】○
キーボード操作によりセレクトメニューで1月を選択しても何も表示されず、[表示]ボタンを押下すると“1月のカレンダー”と表示される画面へ遷移することを確認した。

",,,,
,H84-2,○,"【1】セレクトメニューでオプションを選択しても何も実行されず、[実行]ボタンを押下するとリンク先が表示されるかを確認する。
【2】セレクトメニューでオプションを選択しても何も実行されず、[実行]ボタンを押下するとリンク先が表示されるかを確認する。

","【1】○
マウス操作によりセレクトメニューで“なし”以外を選択しても何も表示されず、[表示]ボタンを押下すると画面が遷移することを確認した。
【2】○
キーボード操作によりセレクトメニューで“なし”以外を選択しても何も表示されず、[表示]ボタンを押下すると画面が遷移することを確認した。

",,,,
,H85-1,○,"【1】セレクトメニュー内の選択肢が、optgroup要素のlabel属性値でグルーピングされた状態で表示されるか（例：「フルーツ」が「リンゴ」、「バナナ」、「桃」、「みかん」をグルーピングしたラベルであることが分かるように、セレクトメニュー内で「フルーツ」を太字にして、各選択肢をインデント表示する）を確認する。

","【1】○
セレクトメニュー内の選択肢が、次のようにグルーピングされた状態で表示されることを確認した。

“フルーツ”（太字）の下に“リンゴ”“バナナ”“桃”“みかん”、
“野菜”（太字）の下に“にんじん”“キュウリ”“ピーマン”、
“焼菓子”（太字）の下に“アップルパイ”“チョコレートケーキ”

",,,,
,H85-2,○,"【1】選択肢をグルーピングしているoptgroup要素のlabel属性値が、そのグループのラベルであることが分かるように表示されるかを確認する。

","【1】○
次の文言（General Techniques、HTML Techniques、CSS Techniques、SMIL Techniques、ARIA Techniques、Common Techniques）が、そのグループのラベルであることが分かるように太字で表示されることを確認した。

",,,,
,H86-1,△,"【1】顔文字「（＾＾）」にtitle属性値による補足説明があることが分かるように表示されるか（例：破線の下線が付く）を確認する。
【2】顔文字「（＾＾）」にマウスポインタを置くと、ツールチップでtitle属性値「笑顔」が表示されるかを確認する。
【3】何らかのキー操作により、顔文字「（＾＾）」にツールチップでtitle属性値「笑顔」が表示されるかを確認する。

","【1】×
補足説明としての破線の下線はついていないことを確認した。
【2】○
顔文字にマウスポインタを置くと「笑顔」と書かれたツールチップが表示されることを確認した。
【3】×
ツールチップを表示させるためのキー操作はないことを確認した。

",,,,
,H86-2,‐,テスト不要,,,,,
,H86-3,△,"【1】テキスト「Au5t1N r0xx0rz」にtitle属性値があることが分かるように表示されるか（例：破線のアンダーラインや囲み罫線など）を確認する。
【2】マウスポインタをテキスト「Au5t1N r0xx0rz」の上に置くと、title属性値「Austin Rocks」がツールチップで表示されるかを確認する。

","【1】×
title属性を示すような破線の下線や囲み罫線がついていないことを確認した。
【2】○
顔文字にマウスポインタを置くと「Austin Rocks」と書かれたツールチップが表示されることを確認した。

",,,,
,H91-1a,○,"【1】リンクをクリックして、リンク先に移動できるかを確認する。
【2】リンクにフォーカスを移動させた後、押下してリンク先に移動できるかを確認する。

","【1】○
テキストリンク「富士通」をクリックして“http://jp.fujitsu.com/”に移動することを確認した。
【2】○
テキストリンク「富士通」にフォーカスを移動させた後でEnterキーを押下して“http://jp.fujitsu.com/”に移動することを確認した。

",,,,
,H91-1b,○,"【1】リンクをクリックして、リンク先に移動できるかを確認する。
【2】リンクにフォーカスを移動させた後、押下してリンク先に移動できるかを確認する。

","【1】○
画像リンクをクリックして“http://jp.fujitsu.com/”に移動することを確認した。
【2】○
画像リンクにフォーカスを移動させた後でEnterキーを押下して“http://jp.fujitsu.com/”に移動することを確認した。

",,,,
,H91-1c,○,"【1】リンクをクリックして、リンク先に移動できるかを確認する。
【2】リンクにフォーカスを移動させた後、押下してリンク先に移動できるかを確認する。

","【1】○
テキストリンク「公式ウェブサイトをクリックして“http://jp.fujitsu.com/”に移動することを確認した。
【2】○
画像・テキストリンクにフォーカスを移動させた後でEnterキーを押下して“http://jp.fujitsu.com/”に移動することを確認した。

",,,,
,H91-2a,○,"【1】ボタンをクリックできるかを確認する。
【2】ボタンにフォーカスを移動させた後、押下できるかを確認する。

","【1】○
「保存」ボタンがクリックでき、“ボタンが押下されました”というダイアログが表示されることを確認した。
【2】○
「保存」ボタンにフォーカスを移動させた後でEnterキーを押下でき、“ボタンが押下されました”というダイアログが表示されることを確認した。

",,,,
,H91-2b,○,"【1】各ボタンをクリックできるかを確認する。
【2】各ボタンにフォーカスを移動させた後、押下できるかを確認する。

","【1】○
「保存」「送信」「リセット」の各ボタンがクリックでき、それぞれ“ボタンが押下されました”というダイアログが表示されることを確認した。
【2】○
「保存」「送信」「リセット」の各ボタンにフォーカスを移動させた後でEnterキーを押下でき、それぞれ“ボタンが押下されました”というダイアログが表示されることを確認した。

",,,,
,H91-2c,○,"【1】ボタンをクリックできるかを確認する。
【2】ボタンにフォーカスを移動させた後、押下できるかを確認する。

","【1】○
「保存」ボタンがクリックでき、“ボタンが押下されました”というダイアログが表示されることを確認した。
【2】○
「保存」ボタンにフォーカスを移動させた後でEnterキーを押下でき、“ボタンが押下されました”というダイアログが表示されることを確認した。

",,,,
,H91-2d,○,"【1】ボタンをクリックできるかを確認する。
【2】ボタンにフォーカスを移動させた後、押下できるかを確認する。

","【1】○
「保存」ボタンがクリックでき、“ボタンが押下されました”というダイアログが表示されることを確認した。
【2】○
「保存」ボタンにフォーカスを移動させた後でEnterキーを押下でき、“ボタンが押下されました”というダイアログが表示されることを確認した。

",,,,
,H91-2e,△,"【1】マウスポインタを置いた際に、title属性値「ファイルを保存する」がツールチップで表示されるかを確認する。
【2】ボタンにフォーカスを移動させた際に、title属性値「ファイルを保存する」がツールチップで表示されるかを確認する。

","【1】○
「保存」ボタンにマウスポインタを置いた際に、「ファイルを保存する」とのツールチップが表示されることを確認した。
【2】×
「保存」ボタンにフォーカスを移動した際に、ツールチップが何も表示されないことを確認した。

",,,,
,H91-3a,○,"【1】テキストフィールドにフォーカスを移動（マウス操作）して、value属性値「バナナ」を編集できるかを確認する。
【2】テキストフィールドにフォーカスを移動（キーボード操作）して、value属性値「バナナ」を編集できるかを確認する。

","【1】○
テキストフィールドにフォーカスを移動（マウス操作）して、「バナナ」を削除（編集）できることを確認した。。
【2】○
テキストフィールドにフォーカスを移動（キーボード操作）して、「バナナ」を消す（編集）できることを確認した。

",,,,
,H91-3b,△,"【1】テキストフィールドにマウスポインタを置いた際に、title属性値「果物の種類」がツールチップで表示されるかを確認する。
【2】テキストフィールドにフォーカスを移動した際に、value属性値「バナナ」を編集できるかを確認する。
【3】テキストフィールドにフォーカスを移動した際に、title属性値「果物の種類」がツールチップで表示されるかを確認する。
【4】テキストフィールドにフォーカスを移動した際に、value属性値「バナナ」を編集できるかを確認する。

","【1】○
テキストフィールドにマウスポインタを置いた際に、「果物の種類」がツールチップで表示されることを確認した。
【2】○
テキストフィールドにフォーカスを移動した際に、「バナナ」を削除（編集）できることを確認した。
【3】×
テキストフィールドにフォーカスを移動した際に、ツールチップが何も表示されないことを確認した。
【4】○
テキストフィールドにフォーカスを移動した際に、「バナナ」を削除（編集）できることを確認した。

",,,,
,H91-4,○,"【1】チェックボックスにフォーカスを移動させ、何らかのキー操作でチェックボックスの状態を選択及び非選択に変更できるかを確認する。

","【1】○
チェックボックスにフォーカスを移動させ、スペースキーを押下することでチェックボックスの状態を選択及び非選択に変更できることを確認した。

",,,,
,H91-5,○,"【1】ラジオボタンにフォーカスを移動させ、何らかのキー操作でラジオボタンの選択を変更できるかを確認する。

","【1】○
ラジオボタンにフォーカスを移動させ、左右矢印キー（“←”“→”）でラジオボタンの選択を変更できることを確認した。

",,,,
,H91-6a,○,"【1】マウス操作によってセレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できるかを確認する。
【2】セレクトメニューにフォーカスを移動させた後、何らかのキー操作により、セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できるかを確認する。

","【1】○
マウス操作によってセレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認した。
【2】○
セレクトメニューにフォーカスを移動させた後、上下矢印キー（“↑”“↓”）でセレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認した。

",,,,
,H91-6b,△,"【1】マウス操作によってセレクトメニューにマウスポインタを置いた際に、title属性値「数字」がツールチップで表示されるかを確認する。
【2】セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できるかを確認する。
【3】セレクトメニューにフォーカスを移動した際に、title属性値「数字」がツールチップで表示されるかを確認する。
【4】セレクトメニューにフォーカスを移動させた後、何らかのキー操作により、セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できるかを確認する。

","【1】○
マウス操作によってセレクトメニューにマウスポインタを置いた際に、「数字」とのツールチップが表示されることを確認した。
【2】○
マウス操作によってセレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認した。
【3】×
セレクトメニューにフォーカスを移動した際に、何もツールチップが表示されないことを確認した。
【4】○
セレクトメニューにフォーカスを移動させた後、上下矢印キー（“↑”“↓”）でセレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認した。

",,,,
,H91-7a,○,"【1】テキストエリアにフォーカスを移動（マウス操作）して、テキスト「87年前」を編集できるかを確認する。
【2】テキストエリアにフォーカスを移動（キーボード操作）して、テキスト「87年前」を編集できるかを確認する。

","【1】○
テキストエリアにフォーカスを移動（マウス操作）して、テキスト「87年前」を削除（編集）できることを確認した。
【2】○
テキストエリアにフォーカスを移動（キーボード操作）して、テキスト「87年前」を削除（編集）できることを確認した。

",,,,
,H91-7b,△,"【1】テキストフィールドにマウスポインタを置いた際に、title属性値「コメントを入力」がツールチップで表示されるかを確認する。
【2】テキストフィールドにフォーカスを移動（マウス操作）した際に、テキスト「87年前」を編集できるかを確認する。
【3】テキストフィールドにフォーカスを移動した際に、title属性値「コメントを入力」がツールチップで表示されるかを確認する。
【4】テキストフィールドにフォーカスを移動した際に、テキスト「87年前」を編集できるかを確認する。

","【1】○
テキストフィールドにマウスポインタを置いた際に、「コメントを入力」とのツールチップが表示されることを確認した。
【2】○
テキストフィールドにフォーカスを移動（マウス操作）した際に、テキスト「87年前」を削除（編集）できることを確認した。
【3】×
テキストフィールドにフォーカスを移動した際に、何もツールチップが表示されないことを確認した。
【4】○
テキストフィールドにフォーカスを移動した際に、テキスト「87年前」を削除（編集）できることを確認した。

",,,,
,H91-8,○,"【1】ラジオボタンにフォーカスを移動させ、何らかのキー操作でラジオボタンの選択を変更できるかを確認する。

","【1】○
ラジオボタンにフォーカスを移動させ、上下矢印キー（“↑”“↓”）でラジオボタンの選択を変更できることを確認した。

",,,,
,SCR2,○,"【1】リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にマウスオーバーするとそれぞれのアイコン画像が変更されて、マウスポインタを外すとそれぞれが元のアイコン画像に戻るかを確認する。
【2】リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にフォーカスを移動するとそれぞれのアイコン画像が変更されて、フォーカスを外すとそれぞれが元のアイコン画像に戻るかを確認する。

","【1】○
リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にマウスオーバーするとそれぞれのアイコン画像が変更（オレンジ→黒）されて、マウスポインタを外すとそれぞれが元のアイコン画像に戻る（黒→オレンジ）ことを確認した。
【2】○
リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にフォーカスを移動するとそれぞれのアイコン画像が変更（オレンジ→黒）されて、フォーカスを外すとそれぞれが元のアイコン画像に戻る（黒→オレンジ）ことを確認した。

",,,,
,SCR16,○,"【1】ページ表示後40秒経過後にダイアログが表示されるかを確認する。
【2】40秒経過後に表示されるダイアログの[OK]ボタン及び[キャンセル]ボタンをマウス操作で押下できるかを確認する。
【3】40秒経過後に表示されるダイアログの[OK]ボタン及び[キャンセル]ボタンをキーボード操作で押下できるかを確認する。

","【1】○
ページ表示後40秒経過後にダイアログが表示されることを確認した。
【2】○
40秒経過後に表示されるダイアログの[OK]ボタン及び[キャンセル]ボタンをマウス操作で押下できることを確認した。
【3】○
40秒経過後に表示されるダイアログの[OK]ボタン及び[キャンセル]ボタンをキーボード操作で押下できることを確認した。

",,,,
,SCR18,○,"【1】任意の無効な値を入力して[送信]ボタンをクリックすると、エラーメッセージのダイアログが表示されるかを確認する。
【2】任意の無効な値を入力して[送信]ボタンを押下すると、エラーメッセージのダイアログが表示されるかを確認する。

","【1】○
無効な値“2009年11月12”と入力して[送信]ボタンをクリックすると、“有効な日付ではありません。入力し直してください。”とのダイアログが表示されることを確認した。
【2】○
無効な値“2009年11月12”と入力して[送信]ボタンをクリックすると、“有効な日付ではありません。入力し直してください。”とのダイアログが表示されることを確認した。

",,,,
,SCR20-1,○,"【1】リンク「ダイアログを表示」をクリックすると（押しただけで）、ダイアログが表示されるかを確認する。
【2】リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押しただけで、ダイアログが表示されるか（Enterキーを押したままの状態でダイアログが表示されるか）を確認する。

","【1】○
リンク「ダイアログを表示」をクリックした瞬間に“JavaScriptは有効です”とのダイアログが表示されることを確認した。
【2】？
リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押した瞬間に、“JavaScriptは有効です”とのダイアログが表示されることを確認した。
（Enterキーを押したままの状態では、ダイアログの表示と、ダイアログの「OK」ボタン押下が高速で連続実行された。）

",,,,
,SCR20-2,○,"【1】リンク「ダイアログを表示」をクリックすると（押しているときではなく、押し終えてマウスから指を離したら）、ダイアログが表示されるかを確認する。
【2】リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押し下げてキーから指を離すと（キーを押し下げたときではなく、押し下げたキーが元に戻るときに）、ダイアログが表示されるかを確認する。

","【1】○
リンク「ダイアログを表示」をクリックすると（押しているときではなく、押し終えてマウスから指を離したら）、“JavaScriptは有効です”とのダイアログが表示されることを確認した。
【2】○
リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押し下げてキーから指を離すと（キーを押し下げたときではなく、押し下げたキーが元に戻るときに）、“JavaScriptは有効です”とのダイアログが表示されることを確認した。

",,,,
,SCR20-3,○,"【1】リンク「ダイアログを表示」をクリックすると、ダイアログが表示されるかを確認する。
【2】リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押すと、ダイアログが表示されるかを確認する。

","【1】○
リンク「ダイアログを表示」をクリックすると、“JavaScriptは有効です”とのダイアログが表示されることを確認した。
【2】○
リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押すと、“JavaScriptは有効です”とのダイアログが表示されることを確認した。

",,,,
,SCR20-4,○,"【1】リンク「ダイアログを表示」にマウスオーバーすると、ダイアログが表示されるかを確認する。
【2】リンク「ダイアログを表示」にキーボード操作でフォーカスを移動させると、ダイアログが表示されるかを確認する。

","【1】○
リンク「ダイアログを表示」にマウスオーバーすると、“JavaScriptは有効です”とのダイアログが表示されることを確認した。
【2】○
リンク「ダイアログを表示」にキーボード操作でフォーカスを移動させると、“JavaScriptは有効です”とのダイアログが表示されることを確認した。
（ただし、ダイアログボックスの「OK」ボタンを押下しても、フォーカスがテキスト「ダイアログを表示」にあり続けるため、繰り返しダイアログが表示され続け抜けられなくなる。“このページでこれ以上ダイアログボックスを生成しない”にチェックを入れることで回避）

",,,,
,SCR20-5,○,"【1】リンク「ダイアログを表示」にマウスオーバーした後にマウスオーバーを外すと、ダイアログが表示されるかを確認する。
【2】リンク「ダイアログを表示」にフォーカスを移動させた後にフォーカスを他の要素（前後のリンク）に移動させようとすると、ダイアログが表示されるかを確認する。

","【1】○
リンク「ダイアログを表示」にマウスオーバーした後にマウスオーバーを外すと、“JavaScriptは有効です”とのダイアログが表示されることを確認する。
【2】○
リンク「ダイアログを表示」にフォーカスを移動させた後にフォーカスを他の要素（前後のリンク）に移動させようとすると、“JavaScriptは有効です”とのダイアログが表示されることを確認した。

",,,,
,SCR21,○,"【1】次の一連の操作ができるかを確認する。

　1.　2つのテキストフィールドに任意の値を入力して [送信] ボタンを
　　　押下した後、「入力エラー」というテキストリンクの見出しにフォーカスが
　　　移動するか
　2.　テキストリンク「入力エラー」を押下すると、エラーメッセージ
　　　「電話番号を正しく入力してください。」にフォーカスが移動するか
　3.　エラーメッセージ「電話番号を正しく入力してください。」を押下すると、
　　　「電話番号」のテキストフィールドにフォーカスが移動するか
　4.　同様にエラーメッセージ「FAX番号を正しく入力してください。」を
　　　押下すると、「FAX番号」のテキストフィールドにフォーカスが移動するか


【2】2つのテキストフィールドに任意の値を入力して [送信] ボタンを押下した後、次の3つが新たに表示されるかを確認する。

　1.　「入力エラー」というテキストリンクの見出し
　2.　エラーメッセージ「電話番号を正しく入力してください。」
　3.　エラーメッセージ「FAX番号を正しく入力してください。」が表示されるか

","【1】○
　1.　2つのテキストフィールドに“エラー”と入力して [送信] ボタンを押下した後、「入力エラー」というテキストリンクの見出しにフォーカスが移動することを確認した。
　2.　テキストリンク「入力エラー」を押下すると、エラーメッセージ「電話番号を正しく入力してください。」にフォーカスが移動することを確認した。
　3.　エラーメッセージ「電話番号を正しく入力してください。」を押下すると、「電話番号」のテキストフィールドにフォーカスが移動することを確認した。
　4.　同様にエラーメッセージ「FAX番号を正しく入力してください。」を押下すると、「FAX番号」のテキストフィールドにフォーカスが移動することを確認した。

【2】○
2つのテキストフィールドに“エラー”と入力して [送信] ボタンを押下した後、次の3つが新たに表示されることを確認した。
「入力エラー」というテキストリンクの見出し
エラーメッセージ「電話番号を正しく入力してください。」
エラーメッセージ「FAX番号を正しく入力してください。」

",,,,
,SCR22,○,"【1】テキスト「新製品！」の点滅が5秒未満で停止して、その後はテキスト「新製品！」が静止した状態で表示されるかを確認する。

","【1】○
テキスト「新製品！」の点滅がページを表示した直後から5秒未満で停止して、その後はテキスト「新製品！」が静止した状態で表示されることを確認した。

",,,,
,SCR26,○,"【1】リンク「展開」をクリックすると、「コンテンツ」が表示されるかを確認する。
【2】リンク「展開」にフォーカスを移動させた後に押下すると、「コンテンツ」が表示されることを確認する。
【3】「コンテンツ」が表示された時点ではフォーカスは「展開」にあり、Tabキーを押下するとフォーカスが「コンテンツ」へ移動するかを確認する。

","【1】○
リンク「展開」をクリックすると、「コンテンツ」が表示されることを確認した。
【2】○
リンク「展開」にフォーカスを移動させた後に押下すると、「コンテンツ」が表示されることを確認した。
【3】○
「コンテンツ」が表示された時点ではフォーカスは「展開」にあり、Tabキーを押下するとフォーカスが「コンテンツ」へ移動することを確認した。

",,,,
,SCR28-1,○,"【1】リンク「メニューの表示/非表示を切替」をクリックすると、4つのリンクの非表示/表示を切り替えられるかを確認する。
【2】リンク「メニューの表示/非表示を切替」を押下すると、4つのリンクが非表示になるかを確認する。
【3】4つのリンクを非表示にした後、キーボード操作によってフォーカスを移動させていくと、フォーカスがメインコンテンツ部分の「メインコンテンツのリンク」へ移動するかを確認する。
【4】リンク「メニューの表示/非表示を切替」に戻って押下して4つのリンクを表示させた後、キーボード操作によってフォーカスを移動させていくと、フォーカスが「リンク 1」から順に再表示された4つのリンクを経て、メインコンテンツ部分の「メインコンテンツのリンク」へ移動するかを確認する。

","【1】○
リンク「メニューの表示/非表示を切替」をクリックすると、4つのリンクの非表示/表示を切り替えられることを確認した。
【2】○
リンク「メニューの表示/非表示を切替」を押下すると、4つのリンクが非表示になることを確認した。
【3】○
4つのリンクを非表示にした後、キーボード操作によってフォーカスを移動させていくと、フォーカスがメインコンテンツ部分の「メインコンテンツのリンク」へ移動することを確認した。
【4】○
リンク「メニューの表示/非表示を切替」に戻って押下して4つのリンクを表示させた後、キーボード操作によってフォーカスを移動させていくと、フォーカスが「リンク 1」から順に再表示された4つのリンクを経て、メインコンテンツ部分の「メインコンテンツのリンク」へ移動することを確認した。

",,,,
,SCR28-2,○,"【1】[目次の表示 / 非表示]ボタンをクリックすると、4つのリンクがある目次の非表示/表示を切り替えられるかを確認する。
【2】[目次の表示 / 非表示]ボタンを押下すると、4つのリンクがある目次が非表示になるかを確認する。
【3】目次を非表示にした後、Tabキーを押下するとフォーカスがセクション 1にある「セクション 1のリンク」へ移動するかを確認する。
【4】[目次の表示 / 非表示]ボタンに戻って押下して目次を表示させた後、キーボード操作によってフォーカスを移動させていくと、フォーカスが「セクション 1」から順に再表示された目次の4つのリンクを経て、セクション 1にある「セクション 1のリンク」へ移動するかを確認する。

","【1】○
[目次の表示 / 非表示]ボタンをクリックすると、4つのリンクがある目次の非表示/表示を切り替えられることを確認した。
【2】○
[目次の表示 / 非表示]ボタンを押下すると、4つのリンクがある目次が非表示になることを確認した。
【3】○
目次を非表示にした後、Tabキーを押下するとフォーカスがセクション 1にある「セクション 1のリンク」へ移動することを確認した。
【4】○
[目次の表示 / 非表示]ボタンに戻って押下して目次を表示させた後、キーボード操作によってフォーカスを移動させていくと、フォーカスが「セクション 1」から順に再表示された目次の4つのリンクを経て、セクション 1にある「セクション 1のリンク」へ移動することを確認した。

",,,,
